Database Of Medicine Prices,,,,,,,,,,,,,,,,,,,,,
Applicants MCC Licence No,Applicant Name,MCC Medicine Reg. No.,Nappi Code,ATC 4 ,Medicine Schedule,Medicine Proprietary Name,Active Ingredients,Strength,Unit,Dosage Form,Pack Size,Quantity,Manufacturer Price,Logistics Fee,VAT,SEP,Unit Price,Effective Date,Status,Originator or Generic,12 Months Volume of Sales
0000000125,Abbott Laboratories SA Pty Ltd,38/5.6/0040,707452002,N07CA,S3,Serc 24,Betahistine,24,mg,TAB,20,1,209.90,22.68,32.56,265.13,13.26,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,A38/7.1/0728,708096001,C09CA,S3,Teveten Plus ,Eprosartan,600,mg,TAB,28,1,211.92,19.89,32.45,264.27,9.44,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,A39/7.1.3/0531,708279001,C09AA,S3,Mavik (was Gopten) ,Trandolapril,4,mg,CAP,30,1,138.30,16.23,21.64,176.18,5.87,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,33/11.3/0027,710256001,A08AA,S5,Ectiva 10mg,Sibutramine hydrochloride,10,mg,CAP,30,1,164.99,29.12,27.18,221.29,7.38,08 November 2016,,Generic,
0000000125,Abbott Laboratories SA Pty Ltd,33/11.3/0028,710257001,A08AA,S5,Ectiva 15mg,Sibutramine hydrochloride,15,mg,CAP,30,1,192.49,33.97,31.70,258.17,8.61,08 November 2016,,Generic,
0000000125,Abbott Laboratories SA Pty Ltd,34/3.3/0178,710392001,R05CA,S2,Mucolator,Acetylcysteine,200,mg,SAC,30,1,41.46,6.33,6.69,54.48,1.82,08 November 2016,,Generic,
0000000125,Abbott Laboratories SA Pty Ltd,A/3.1/727,710822112,M01AE,S1,Brufen 200 ,Ibuprofen,200,mg,TAB,10,1,12.48,1.70,1.99,16.17,1.62,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,A/3.1/727,710822113,M01AE,S1,Brufen 200 ,Ibuprofen,200,mg,TAB,20,1,24.96,3.40,3.97,32.33,1.62,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,H/3.1/39,710830131,M01AE,S1,Brufen 400 Extra Strength,Ibuprofen,400,mg,TAB,10,1,20.38,2.77,3.24,26.40,2.64,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,R/3.1/71,710849109,M01AE,S3,Brufen ,Ibuprofen,600,mg,TAB,20,1,41.22,6.99,6.75,54.95,2.75,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,R/3.1/71,710849125,M01AE,S3,Brufen ,Ibuprofen,600,mg,TAB,100,1,207.53,32.74,33.64,273.91,2.74,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,Q/3.1/323,710857004,M01AE,S2,Brufen for children,Ibuprofen,100,mg/5ml,SUS,100,1,36.14,5.64,5.85,47.62,0.48,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,32/7.1.3/0136,712382001,C02AC,S3,"Cynt 0,2",Moxonidine,0,mg,TAB,28,1,157.94,16.39,24.41,198.73,7.10,08 November 2016,,Generic,
0000000125,Abbott Laboratories SA Pty Ltd,32/7.1.3/0136,712383001,C02AC,S3,"Cynt 0,4",Moxonidine,0,mg,TAB,28,1,157.69,16.63,24.41,198.73,7.10,08 November 2016,,Generic,
0000000125,Abbott Laboratories SA Pty Ltd,A39/7.1.3/0508,714624001,C09BB,S3,Tarka Bilayer,Verapamil HCl/Trandolapril,180,mg,TAB,30,1,280.35,32.85,43.85,357.06,11.90,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,A39/7.1.3/0547,714625001,C09BB,S3,Tarka Bilayer,Verapamil HCl/Trandolapril,240,mg,TAB,30,1,280.35,32.85,43.85,357.06,11.90,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,Q/11.2/165,715476009,A03AA,S2,Colofac 135 mg,Mebeverine,135,mg,TAB,20,1,44.76,7.04,7.25,59.05,2.95,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,Q/11.2/165,715476017,A03AA,S2,Colofac 135mg,Mebeverine,135,mg,TAB,100,1,234.08,24.83,36.25,295.15,2.95,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,42/21.3/0670,716571001,H03A0,S3,Synthroid 25 µg,Levothyroxine Sodium,25,µg,TAB,90,1,43.24,2.59,6.42,52.25,0.58,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,42/21.3/0671,716574001,H03A0,S3,Synthroid 50 µg,Levothyroxine Sodium,50,µg,TAB,90,1,56.39,3.38,8.37,68.14,0.76,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,42/21.3/0673,716575001,H03A0,S3,Synthroid 88 µg,Levothyroxine Sodium,88,µg,TAB,90,1,71.44,4.29,10.60,86.32,0.96,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,42/21.3/0674,716576001,H03A0,S3,Synthroid 100 µg,Levothyroxine Sodium,100,µg,TAB,90,1,79.89,4.79,11.86,96.54,1.07,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,42/21.3/0675,716577001,H03A0,S3,Synthroid 112 µg,Levothyroxine Sodium,112,µg,TAB,90,1,85.84,5.15,12.74,103.73,1.15,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,T/30.1/581,732826004,J07BB,S2,Influvac subunit 2014,Inactivated Influenza Vaccine,1,mg,INJ,1,1,45.21,7.98,7.45,60.64,121.28,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,H646 Act 101 of 1965,734071001,C08DA,S3,Isoptin  40mg  ,Verapamil,40,mg,TAB,100,1,78.18,11.99,12.62,102.79,1.03,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,H647 Act 101 of 1965,734136005,C08DA,S3,Isoptin 2ml  ,Verapamil,5,mg,INJ,5,1,124.83,10.38,18.93,154.13,30.83,08 November 2016,,originator,
0000000125,Abbott Laboratories SA Pty Ltd,V/7.1/280,734373007,C08DA,S3,Isoptin SR,Verapamil,240,mg,SRT,30,1,151.04,25.76,24.75,201.55,6.72,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,V/7.1/280,734373015,C08DA,S3,Isoptin  SR ,Verapamil,240,mg,TAB,100,1,526.30,63.11,82.52,671.92,6.72,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,J/27/334,742317005,M01CC,S4,Metalcaptase ,Penicillamine,300,mg,CAP,100,1,"1,850.79",108.82,274.35,"2,233.95",22.34,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,C/11.10/59,752479016,A09AA,S1,Pankreoflat  ,Dimethicone,80,mg,TAB,100,1,272.09,28.93,42.14,343.16,3.43,08 November 2016,,Originator,
,,,,,,,Pancreatin,170,mg,,,,,,,,,,,,
0000000125,Abbott Laboratories SA Pty Ltd,C/11.10/59,752479024,A09AA,S1,Pankreoflat  ,Dimethicone,80,mg,TAB,25,1,65.07,10.17,10.53,85.77,3.43,08 November 2016,,Originator,
,,,,,,,Pancreatin,170,mg,,,,,,,,,,,,
0000000125,Abbott Laboratories SA Pty Ltd,B1041 Act 101 of 1965,752649019,N02AA,S6,Paracodin ,Dihydrocodeine,12,mg/5ml,SYR,100,1,17.89,3.35,2.97,24.22,0.24,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,B1041 Act 101 of 1965,752649027,N02AA,S6,Paracodin ,Dihydrocodeine,12,mg/5ml,SYR,200,1,35.77,5.77,5.82,47.35,0.24,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,F/1.2/161,757888003,N06AA,S5,Prothiaden,Dosulepin,25,mg,CAP,100,1,186.71,28.13,30.08,244.91,2.45,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,R/6.2/149,784869014,C01BC,S4,Rythmol,Propafenone,150,mg,TAB,100,1,596.40,54.19,91.08,741.69,7.42,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,R/6.2/150,784877017,C01BC,S4,Rythmol,Propafenone,300,mg,TAB,100,1,"1,193.40",118.88,183.72,"1,496.01",14.96,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,Y/3.1/13,793671019,M01AE,S3,Brufe Retard,Ibuprofen,800,mg,TAB,60,1,285.30,35.63,44.93,365.86,6.10,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,S/21.8.2/165,795682018,G03DB,S4,Duphaston 10Mg  ,Dydrogesterone,10,mg,TAB,30,1,194.80,21.32,30.26,246.38,8.21,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,H630 Act 101 of 1965,802638007,C01CA,S1,Phenylephrine HCL  ,Phenylephrine,10,mg/ml,INJ,10,1,634.46,51.40,96.02,781.88,78.19,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,H630 Act 101 of 1965,802638008,C01CA,S1,Phenylephedrine,Phenylephrine HCL,10,mg/ml,INJ,5,1,317.23,25.70,48.01,390.94,78.19,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,28/7.1.3/0261,805033017,C09AA,S3,Mavik (was Gopten) ,Trandolapril,1,mg,CAP,30,1,133.74,14.93,20.81,169.49,5.65,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,28/7.1.3/0263,805068015,C09AA,S3,Mavik (was Gopten) ,Trandolapril,2,mg,CAP,30,1,132.24,16.42,20.81,169.49,5.65,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,X/1.2/60,805203028,N06AB,S5,Luvox  100,Fluvoxamine,100,mg,TAB,30,1,333.13,34.52,51.47,419.12,13.97,08 November 2016,,Generic,
0000000125,Abbott Laboratories SA Pty Ltd,27/7.1/0519,806358009,G04CA,S4,Hytrin ,Terazosin,1,mg,TAB,10,1,85.00,9.29,13.20,107.49,10.75,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,27/7.1/0520,806366028,G04CA,S4,Hytrin ,Terazosin,2,mg,TAB,28,1,194.29,21.49,30.21,246.00,8.79,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,27/7.1/0521,806374004,G04CA,S4,Hytrin ,Terazosin,5,mg,TAB,28,1,354.48,38.76,55.05,448.30,16.01,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,27/7.1/0522,810207001,G04CA,S4,Hytrin ,Terazosin,10,mg,TAB,28,1,623.86,71.76,97.39,793.00,28.32,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,28/20.1.1/0264,813826004,J01FA,S4,Klacid i v,Clarithromycin,500,mg,INJ,10,1,191.40,13.19,28.65,233.24,23.33,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,28/11.1/0645,822434008,A09AA,S1,Creon 25000,Pancreatin,300,mg,CAP,100,1,"1,393.78",86.29,207.21,"1,687.28",16.87,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,Q/20.1.1/248,828769001,D10AF,S4,Eryderm  Top Soln 60ml  ,Erythromycin,1200,mg/60ml,LOT,60,1,92.15,11.48,14.51,118.14,1.97,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,28/20.1.1/0035,830046003,J01FA,S4,Klacid P125  ,Clarithromycin,125,mg/5ml,SUS,50,1,100.31,9.54,15.37,125.22,2.50,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,29/20.1.1/0190,830054006,J01FA,S4,Klacid P250  ,Clarithromycin,250,mg/5ml,SUS,50,1,173.71,16.52,26.63,216.85,4.33,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,31/7.1.3/0631,836680006,C09BB,S3,Tarka,Verapamil HCL,180,mg,SRC,30,1,255.33,29.92,39.93,325.19,10.84,08 November 2016,,Generic,
0000000125,Abbott Laboratories SA Pty Ltd,31/20.2.2/0379,841552002,J01FA,S4,Klacid XL ,Clarithromycin,500,mg,SRT,5,1,133.73,12.06,20.41,166.20,33.24,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,31/20.2.2/0379,841552003,J01FA,S4,Klacid XL 10,Clarithromycin,500,mg,TAB,10,1,275.41,16.16,40.82,332.40,33.24,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,33/11.3/0025,847844005,A08AA,S5,Reductil 10  ,Sibutramine,10,mg,CAP,30,1,224.23,27.85,35.29,287.38,9.58,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,32/7.1.3/0139,851892019,C02AC,S3,"Physiotens 0,2",Moxonidine,0,mg,TAB,28,1,204.95,21.01,31.63,257.60,9.20,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,32/7.1.3/0140,851906001,C02AC,S3,"Physiotens 0,3",Moxonidine,0,mg,TAB,28,1,205.40,20.56,31.63,257.60,9.20,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,32/7.1.3/0141,851914004,C02AC,S3,"Physiotens 0,4",Moxonidine,0,mg,TAB,28,1,204.93,21.04,31.63,257.60,9.20,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,33/11.3/0026,853534004,A08AA,S5,Reductil 15  ,Sibutramine,15,mg,CAP,30,1,264.47,36.50,42.14,343.10,11.44,08 November 2016,,Originator,
0000000125,Abbott Laboratories SA Pty Ltd,33/11.1/0340,887162002,A09AA,S1,Creon 10000,Pancreatin,150,mg,CAP,100,1,579.98,35.91,86.22,702.11,7.02,08 November 2016,,Originator,
0000001151,Abbvie (Pty) Ltd,44/20.2.8/0128,721595001,J05AE,S4,Norvir 100mg Tablets,Ritonavir,100,mg,TAB,60,1,50.09,1.55,7.24,58.88,0.98,08 November 2016,,Originator,
0000001151,AbbVie (Pty) Ltd ,35/4/0193,700642006,N01BB,S4,Chirocane 5 mg,Levobupivacaine,5,mg/ml,INJ,10,10,545.53,26.35,80.07,651.95,6.52,29 January 2016,,Originator,
0000001151,AbbVie (Pty) Ltd ,35/4/0194,700644001,N01BB,S4,Chirocane 7.5 mg,Levobupivacaine,8,mg/ml,INJ,10,10,673.82,33.23,98.99,806.03,8.06,29 January 2016,,Originator,
0000001151,AbbVie (Pty) Ltd ,35/20.2.8/0254,700922003,J05AE,S4,Kaletra Solution,Lopinavir,133,mg,CAP,180,1,348.11,29.71,52.90,430.71,2.39,08 November 2016,,Originator,
,,,,,,,Ritonavir,20,mg,,,,,,,,,,,,
0000001151,AbbVie (Pty) Ltd ,35/20.2.28/0255,700924019,J05AE,S4,Kaletra Solution,Lopinavir,80,mg,SOL,60,5,245.35,20.93,37.28,303.55,1.01,08 November 2016,,Originator,
,,,,,,,Ritonavir,20,mg,,,,,,,,,,,,
0000001151,AbbVie (Pty) Ltd ,34/2.9/0239,702992002,N01AB,S5,Precedex,Dexmedetomidine hydrochloride,100,mcg/ml,INJ,2,5,"3,148.48",166.86,464.15,"3,779.48",377.95,29 January 2016,,Originator,
0000001151,AbbVie (Pty) Ltd ,37/30.2/0252,705335001,L04AB,S4,Humira 40 mg,Adalimumab,40,mg,INJ,1,2,"7,558.93",400.62,"1,114.33","9,073.89","5,671.18",08 November 2016,,Originator,
0000001151,AbbVie (Pty) Ltd ,G/2.1/209,709643001,N01AB,S5,Forane,Isoflurane ,250,ml,INF,100,1,622.03,34.90,91.97,748.90,7.49,08 November 2016,,Originator,
0000001151,AbbVie (Pty) Ltd ,41/20.2.8/0217,710028001,J05AE,S4,Aluvia,Lopinavir,200,mg,TAB,120,1,211.64,18.05,32.16,261.85,2.18,13 September 2016,Discontinued,Originator,
,,,,,,,Ritonavir,50,mg,,,,,,,,,,,,
0000001151,AbbVie (Pty) Ltd ,41/20.2.8/0217,710028002,J05AE,S4,Aluvia,Lopinavir,200,mg,TAB,112,1,228.99,19.53,34.79,283.32,2.53,08 November 2016,,Originator,
,,,,,,,Ritonavir,50,mg,,,,,,,,,,,,
0000001151,AbbVie (Pty) Ltd ,43/20.2.8/0356,715433001,J05AE,S4,Aluvia 100/25,Lopinavir,100,mg,TAB,60,1,52.92,4.51,8.04,65.47,1.09,13 September 2016,Discontinued,Originator,
,,,,,,,Ritonavir,25,mg,,,,,,,,,,,,
0000001151,AbbVie (Pty) Ltd ,43/20.2.8/0356,715433002,J05AE,S4,Aluvia 100/25,Lopinavir,100,mg,TAB,56,1,57.26,4.88,8.70,70.84,1.27,08 November 2016,,Originator,
,,,,,,,Ritonavir,25,mg,,,,,,,,,,,,
0000001151,AbbVie (Pty) Ltd ,37/30.2/0252,716266001,L04AB,S4,Humira 40 mg,Adalimumab,40,mg/0.8ml,PED,1,2,"7,558.93",400.61,"1,114.33","9,073.88","5,671.17",08 November 2016,,Originator,
0000001151,AbbVie (Pty) Ltd ,S/21.10/51,785504001,L02AE,S4,Lucrin  ,Leuprorelin,5,mg/ml,INJ,3,1,832.15,53.70,124.02,"1,009.87",360.67,08 November 2016,,Generic,
0000001151,AbbVie (Pty) Ltd ,RX/5.1/252,787736015,R03CA,S1,Ephedrine Sulfate Injection 50 mg/ml,Ephedrine Sulfate,50,mg/ml,INJ,1,10,308.86,15.36,45.39,369.61,36.96,29 January 2016,,Originator,
0000001151,AbbVie (Pty) Ltd ,2/10.2.2/211,797928006,R07AA,S1,Survanta 8,Beractant,25,mg/ml,INJ,8,1,"6,493.26",286.93,949.23,"7,729.42",966.18,08 November 2016,,Originator,
0000001151,AbbVie (Pty) Ltd ,27/21.10/0370,806382007,L02AE,S4,Lucrin 3.75,Leuprorelin,4,mg,INJ,2,1,"1,691.79",106.88,251.82,"2,050.49","1,025.24",08 November 2016,,Generic,
0000001151,AbbVie (Pty) Ltd ,29/2.1/0748,820326003,N01AB,S5,Ultane,Sevoflurane,100,ml,SLN,250,1,"1,602.14",102.13,238.60,"1,942.87",7.77,08 November 2016,,Originator,
0000001151,AbbVie (Pty) Ltd ,F/2.1/115,835773019,N01AB,S5,Ethrane,Enflurane,250,ml,SLN,250,1,864.65,38.56,126.45,"1,029.66",4.12,08 November 2016,,Originator,
0000001151,AbbVie (Pty) Ltd ,34/20.2.8/0175,836095014,J05AE,S4,Norvir Sec 100 mg,Ritonavir,100,mg,CAP,84,1,63.47,5.32,9.63,78.42,0.93,08 November 2016,,Originator,
0000001151,AbbVie (Pty) Ltd ,31/20.2.8/0217,838527035,J05AE,S4,Norvir 80 mg/ml,Ritonavir,80,mg/ml,SOL,90,1,56.85,4.88,8.64,70.37,0.78,08 November 2016,,Originator,
0000001151,AbbVie (Pty) Ltd ,32/21.10/0317,875295002,L02AE,S4,Lucrin  11.25,Leuprolide Acetate,11,mg,INJ,2,1,"4,225.30",272.92,629.76,"5,127.98","2,563.99",08 November 2016,,Generic,
0000001151,AbbVie (Pty) Ltd ,34/30.2/0240,883856005,J06BB,S4,Synagis 50 mg,Palivizumab,50,mg,INJ,1,1,"6,664.12",266.57,970.30,"7,900.99","7,900.99",08 November 2016,,Originator,
0000001151,AbbVie (Pty) Ltd ,34/30.2/0241,883864001,J06BB,S4,Synagis 100 mg,Palivizumab,100,mg/ml,INJ,1,1,"10,779.79",431.19,"1,569.53","12,780.51","12,780.51",08 November 2016,,Originator,
,,,,,,,Trandolapril,2,mg,,,,,,,,,,,,
0000001151,AbbVie (Pty) Ltd ,2/10.2.2/211,894184008,R07AA,S1,Survanta,Beractant,25,mg/ml,INJ,4,1,"3,246.02",144.08,474.62,"3,864.71",966.18,08 November 2016,,Originator,
0000001152,Abex Pharmaceutica (Pty) Ltd,48/11.4.3/0436,721056001,A02BC,S4,Nexiflux 20,Esomeprazole,20,mg,TAB,28,1,182.20,16.40,27.80,226.40,8.08,10 November 2016,,Generic,
0000001152,Abex Pharmaceutica (Pty) Ltd,48/11.4.3/0436,721056002,A02BC,S4,Nexiflux 20,Esomeprazole,20,mg,TAB,14,1,91.10,8.20,13.90,113.20,8.08,10 November 2016,,Generic,
0000001152,Abex Pharmaceutica (Pty) Ltd,48/11.4.3/0437,721057001,A02BC,S4,Nexiflux 40,Esomeprazole,40,mg,TAB,28,1,283.12,25.48,43.20,351.80,12.56,10 November 2016,,Generic,
0000001152,Abex Pharmaceutica (Pty) Ltd,48/11.4.3/0437,721057002,A02BC,S4,Nexiflux 40,Esomeprazole,40,mg,TAB,14,1,141.56,12.74,21.60,175.90,12.56,10 November 2016,,Generic,
0000001152,Abex Pharmaceutica (Pty) Ltd,48/11.4.3/0438,721061001,A02BC,S4,Nectizole 20,Esomeprazole,20,mg,TAB,30,1,147.65,14.76,22.74,185.15,6.16,10 November 2016,,Generic,
0000001152,Abex Pharmaceutica (Pty) Ltd,48/11.4.3/0439,721062001,A02BC,S4,Nectizole 40,Esomeprazole,40,mg,TAB,30,1,220.46,22.04,33.94,276.44,9.20,10 November 2016,,Generic,
0000001152,Abex Pharmaceutica (Pty) Ltd,46/5.7.1/0004,721616001,R06AX,S2,Dehrin Solution,Desloratadine,3,mg/5ml,SOL,120,1,105.32,7.90,15.85,129.07,1.07,19 December 2016,,Generic,
0000001152,Abex Pharmaceutica (Pty) Ltd,46/5.7.1/0004,721616002,R06AX,S2,Dehrin Solution,Desloratadine,3,mg/5ml,SOL,150,1,131.66,9.87,19.81,161.34,1.07,19 December 2016,,Generic,
0000000985,Accord Healthcare (Pty) Ltd,41/26/0305,711328001,L01BA,S4,Methacor 25mg/ml,Methotrexate,25,mg/ml,INJ,2,1,21.34,2.38,3.32,27.04,13.52,25 November 2016,,Generic,
0000000985,Accord Healthcare (Pty) Ltd,41/26/0246,711364001,L01BC,S4,Floracor 50mg/ml Injection,Fluorouracil,50,mg/ml,INJ,5,1,12.02,1.34,1.87,15.23,3.05,25 November 2016,,Generic,
0000000985,Accord Healthcare (Pty) Ltd,41/26/0246,711366001,L01BC,S4,Floracor 50mg/ml Injection,Fluorouracil,50,mg/ml,INJ,10,1,24.04,2.68,3.74,30.45,3.05,25 November 2016,,Generic,
0000000985,Accord Healthcare (Pty) Ltd,41/26/0435,711367001,L01XA,S4,Accord-Carboplatin 10mg/ml Injection,Carboplatin,10,mg/ml,INJ,15,1,211.10,23.45,32.84,267.39,17.83,25 November 2016,,Generic,
0000000985,Accord Healthcare (Pty) Ltd,41/26/0435,711368001,L01XA,S4,Accord-Carboplatin 10mg/ml Injection,Carboplatin,10,mg/ml,INJ,45,1,633.16,70.35,98.49,802.00,17.82,25 November 2016,,Generic,
0000000985,Accord Healthcare (Pty) Ltd,41/26/1004,712603001,L01XX,S4,Accord Irinotecan 40,Irinotecan Hydrochloride Trihydrate,40,mg/2ml,INJ,2,1,318.75,35.42,49.58,403.74,201.87,25 November 2016,,Generic,
0000000985,Accord Healthcare (Pty) Ltd,41/26/1003,712643001,L01XX,S4,Irinotas ,Irinotecan hydrochloride ,20,mg/ml,INJ,2,1,304.64,33.85,47.39,385.88,192.94,25 November 2016,,Generic,
0000000985,Accord Healthcare (Pty) Ltd,44/26/0025,712872001,L01XX,S4,Accord Irinotecan 100,Irinotecan Hydrochloride Trihydrate,100,mg/5ml,INJ,5,1,796.87,88.54,123.96,"1,009.37",201.87,25 November 2016,,Generic,
0000000985,Accord Healthcare (Pty) Ltd,44/26/0024,712873001,L01XX,S4,Irinotas 100,Irinotecan hydrochloride,20,mg/ml,INJ,5,1,761.59,84.62,118.47,964.69,192.94,25 November 2016,,Generic,
0000000985,Accord Healthcare (Pty) Ltd,41/26/1002,713432001,L01CA,S4,Accord-Vincristine 1mg/ml ,Vincristine Sulfate,2,mg/2ml,INJ,2,1,86.47,9.61,13.45,109.53,54.76,25 November 2016,,Generic,
0000000985,Accord Healthcare (Pty) Ltd,42/26/0903,713873001,L01BC,S4,Accord Gemcitabine 1g ,Gemcitabine hydrochloride,1000,mg/50ml,INJ,50,1,"1,183.39",131.49,184.08,"1,498.96",29.98,25 November 2016,,Generic,
0000000985,Accord Healthcare (Pty) Ltd,42/26/0088,713874001,L01BC,S4,Accord Gemcitabine 200mg ,Gemcitabine hydrochloride,200,mg/10ml,INJ,10,1,236.67,26.30,36.82,299.79,29.98,25 November 2016,,Generic,
0000000985,Accord Healthcare (Pty) Ltd,42/2.6.5/0159,713964001,N05AX,S5,Rispacor 4 ,Risperidone,4,mg,TAB,30,1,867.59,96.40,134.96,"1,098.95",36.63,25 November 2016,,Generic,
